input_postcode,input_address,heating_type,building_emissions,result_address,result_value,Property Address,Proprietor,Tenant,Rateable Value,detail_url,search_url
48 Kelvin Avenue,Unit 5,Natural Gas,114.12,X98160/0048,WORKSHOP,48 KELVIN AVENUEHILLINGTONGLASGOWG52 4LT,AVIEMORE TRUSTEE LTD AS TRUSTEE OF AVIEMORE HILLINGTON PARK UNIT TRUST,AFFORDABLE GOLF LTD,"£27,500",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=48+Kelvin+Avenue&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X98160%2F0048&PPRN=67239110&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=48+Kelvin+Avenue&searchtype=listing#results
46 Kelvin Avenue,Unit 4,Natural Gas,114.74,X98160/0046,WORKSHOP,46 KELVIN AVENUEHILLINGTONGLASGOWG52 4LT,AVIEMORE TRUSTEE LTD AS TRUSTEE OF AVIEMORE HILLINGTON PARK UNIT TRUST,HUGHES ELECTRICAL LTD,"£27,250",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=46+Kelvin+Avenue&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X98160%2F0046&PPRN=67060021&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=46+Kelvin+Avenue&searchtype=listing#results
Earl Haig Road,Unit 10 Hillington Park Shopping Centre,Oil,67.57,X97860/0001,WORKSHOP,1 EARL HAIG ROADHILLINGTONGLASGOWG52 4JU,AVIEMORE TRUSTEE LTD AS TRUSTEE OF AVIEMORE HILLINGTON PARK UNIT TRUST,SUNBELT RENTALS LTD,"£46,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Earl+Haig+Road&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X97860%2F0001&PPRN=67172679&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Earl+Haig+Road&searchtype=listing#results
Earl Haig Road,Unit 10 Hillington Park Shopping Centre,Oil,67.57,X97860/0003 /00015,OFFICE,FIRST FLOOR THE HUB3 EARL HAIG ROADHILLINGTONGLASGOWG52 4JU,RESOLVE HUB LTD,,"£43,500",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Earl+Haig+Road&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X97860%2F0003+%2F00015&PPRN=67167993&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Earl+Haig+Road&searchtype=listing#results
Earl Haig Road,Unit 10 Hillington Park Shopping Centre,Oil,67.57,X97860/0003 /00005,OFFICE,GROUND FLOOR THE HUB3 EARL HAIG ROADHILLINGTONGLASGOWG52 4JU,RESOLVE HUB LTD,RESOLVE MEDICOLEGAL LTD,"£43,500",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Earl+Haig+Road&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X97860%2F0003+%2F00005&PPRN=67166733&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Earl+Haig+Road&searchtype=listing#results
Earl Haig Road,Unit 10 Hillington Park Shopping Centre,Oil,67.57,X97860/0004,WORKSHOP,4-2 EARL HAIG ROADHILLINGTONGLASGOWG52 4JU,RDP (AYR) LTD,,"£61,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Earl+Haig+Road&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X97860%2F0004&PPRN=67059473&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Earl+Haig+Road&searchtype=listing#results
Earl Haig Road,Unit 10 Hillington Park Shopping Centre,Oil,67.57,X97860/0005,WORKSHOP,5 EARL HAIG ROADHILLINGTONGLASGOWG52 4JU,MOHAMED KHALAD CHAUDARY T/A M A INTERNATIONAL,,"£46,500",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Earl+Haig+Road&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X97860%2F0005&PPRN=67059333&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Earl+Haig+Road&searchtype=listing#results
Earl Haig Road,Unit 10 Hillington Park Shopping Centre,Oil,67.57,X97860/0009,STORE,9 EARL HAIG ROADHILLINGTONGLASGOWG52 4JU,MOHAMMED AKHTAR,,"£17,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Earl+Haig+Road&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X97860%2F0009&PPRN=67059341&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Earl+Haig+Road&searchtype=listing#results
Earl Haig Road,Unit 10 Hillington Park Shopping Centre,Oil,67.57,X97860/0011,FACTORY,11 EARL HAIG ROADHILLINGTONGLASGOWG52 4JU,WHISTLEFIELD PROPERTIES LTD,VENTURA GLOBAL LTD,"£29,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Earl+Haig+Road&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X97860%2F0011&PPRN=67159354&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Earl+Haig+Road&searchtype=listing#results
Earl Haig Road,Unit 10 Hillington Park Shopping Centre,Oil,67.57,X97860/0013 /00005,WAREHOUSE ETC,13 EARL HAIG ROADHILLINGTONGLASGOWG52 4JU,CHAIR INVESTMENT LTD,PATERSON (SCOTLAND) LTD,"£24,500",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Earl+Haig+Road&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X97860%2F0013+%2F00005&PPRN=67059368&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Earl+Haig+Road&searchtype=listing#results
Earl Haig Road,Unit 10 Hillington Park Shopping Centre,Oil,67.57,X97860/0013 /00010,OFFICE,FIRST FLOOR13 EARL HAIG ROADHILLINGTONGLASGOWG52 4JU,CHAIR INVESTMENT LTD,PATERSON (SCOTLAND) LTD,"£11,500",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Earl+Haig+Road&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X97860%2F0013+%2F00010&PPRN=67196586&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Earl+Haig+Road&searchtype=listing#results
Earl Haig Road,Unit 10 Hillington Park Shopping Centre,Oil,67.57,X97860/0014,FACTORY,14-8 EARL HAIG ROADHILLINGTONGLASGOWG52 4JU,AVIEMORE TRUSTEE LTD AS TRUSTEE OF AVIEMORE HILLINGTON PARK UNIT TRUST,POWER & ENERGY INTERNATIONAL LTD,"£100,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Earl+Haig+Road&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X97860%2F0014&PPRN=67059465&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Earl+Haig+Road&searchtype=listing#results
1 Queensberry Avenue,Unit B1,Natural Gas,28.24,X98830/0001,WORKSHOP,UNIT B11 QUEENSBERRY AVENUEHILLINGTONGLASGOWG52 4NL,SURVEY AND CONNECTION,,"£27,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=1+Queensberry+Avenue&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X98830%2F0001&PPRN=67153232&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=1+Queensberry+Avenue&searchtype=listing#results
1 Queensberry Avenue,Unit B1,Natural Gas,28.24,X98830/0007 /00005,OFFICE,UNIT 17 QUEENSBERRY AVENUEHILLINGTONGLASGOWG52 4NL,M&R COMMERCIAL LTD,MAKE UP & HAIR DEPARTMENT LTD,"£4,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=1+Queensberry+Avenue&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X98830%2F0007+%2F00005&PPRN=67158803&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=1+Queensberry+Avenue&searchtype=listing#results
28 QUEEN ELIZABETH AVENUE,UNIT 3,Natural Gas,64.92,X98820/0001 /U0028,WHOLESALE WAREHOUSE,UNIT 28WILSON BUSINESS PARK1 QUEEN ELIZABETH AVENUEHILLINGTONGLASGOWG52 4NQ,IAIN WILSON PROPERTIES LTD,MER MARINE TECHNOLOGIES,"£2,800",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=28+QUEEN+ELIZABETH+AVENUE&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X98820%2F0001+%2FU0028&PPRN=67157629&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=28+QUEEN+ELIZABETH+AVENUE&searchtype=listing#results
28 QUEEN ELIZABETH AVENUE,UNIT 3,Natural Gas,64.92,X98820/0028 /U0001,WORKSHOP,UNIT 128 QUEEN ELIZABETH AVENUEHILLINGTONGLASGOWG52 4NQ,APPLES CATERING,HILLINGTON TIMBER & DOORS,"£22,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=28+QUEEN+ELIZABETH+AVENUE&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X98820%2F0028+%2FU0001&PPRN=67164889&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=28+QUEEN+ELIZABETH+AVENUE&searchtype=listing#results
28 QUEEN ELIZABETH AVENUE,UNIT 3,Natural Gas,64.92,X98820/0028 /U002A,WORKSHOP,UNIT 2A28 QUEEN ELIZABETH AVENUEHILLINGTONGLASGOWG52 4NQ,C & I MCMILLAN PROPERTY,MCMILLANS CHEMDRY,"£11,500",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=28+QUEEN+ELIZABETH+AVENUE&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X98820%2F0028+%2FU002A&PPRN=67164897&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=28+QUEEN+ELIZABETH+AVENUE&searchtype=listing#results
28 QUEEN ELIZABETH AVENUE,UNIT 3,Natural Gas,64.92,X98820/0028 /U002B,WORKSHOP,UNIT 2B28 QUEEN ELIZABETH AVENUEHILLINGTONGLASGOWG52 4NQ,C & I MCMILLAN PROPERTY,REVIVE/BLANDS REMOVALS,"£13,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=28+QUEEN+ELIZABETH+AVENUE&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X98820%2F0028+%2FU002B&PPRN=67174736&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=28+QUEEN+ELIZABETH+AVENUE&searchtype=listing#results
28 QUEEN ELIZABETH AVENUE,UNIT 3,Natural Gas,64.92,X98820/0028 /U0003,WORKSHOP,UNIT 328 QUEEN ELIZABETH AVENUEHILLINGTONGLASGOWG52 4NQ,G2 INTERIORS LTD,,"£23,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=28+QUEEN+ELIZABETH+AVENUE&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X98820%2F0028+%2FU0003&PPRN=67164900&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=28+QUEEN+ELIZABETH+AVENUE&searchtype=listing#results
28 QUEEN ELIZABETH AVENUE,UNIT 3,Natural Gas,64.92,X98820/0028 /U0004,WORKSHOP,UNIT 428 QUEEN ELIZABETH AVENUEHILLINGTONGLASGOWG52 4NQ,RUB A DUB RECORDS,,"£28,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=28+QUEEN+ELIZABETH+AVENUE&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X98820%2F0028+%2FU0004&PPRN=67164064&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=28+QUEEN+ELIZABETH+AVENUE&searchtype=listing#results
28 QUEEN ELIZABETH AVENUE,UNIT 3,Natural Gas,64.92,X98820/0028 /U0005,WORKSHOP,UNIT 528 QUEEN ELIZABETH AVENUEHILLINGTONGLASGOWG52 4NQ,PREMIER WELDING (SCOTLAND) LTD,,"£18,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=28+QUEEN+ELIZABETH+AVENUE&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X98820%2F0028+%2FU0005&PPRN=67162975&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=28+QUEEN+ELIZABETH+AVENUE&searchtype=listing#results
28 QUEEN ELIZABETH AVENUE,UNIT 3,Natural Gas,64.92,X98820/0028 /U0006,WORKSHOP,UNIT 628 QUEEN ELIZABETH AVENUEHILLINGTONGLASGOWG52 4NQ,W W E SOLUTIONS LTD,,"£18,500",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=28+QUEEN+ELIZABETH+AVENUE&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X98820%2F0028+%2FU0006&PPRN=67163467&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=28+QUEEN+ELIZABETH+AVENUE&searchtype=listing#results
28 QUEEN ELIZABETH AVENUE,UNIT 3,Natural Gas,64.92,X98820/0028 /U0007,WORKSHOP,UNIT 728 QUEEN ELIZABETH AVENUEHILLINGTONGLASGOWG52 4NQ,ASSOCIATED PRODUCTION TOOLS LTD,,"£18,500",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=28+QUEEN+ELIZABETH+AVENUE&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X98820%2F0028+%2FU0007&PPRN=67163882&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=28+QUEEN+ELIZABETH+AVENUE&searchtype=listing#results
28 QUEEN ELIZABETH AVENUE,UNIT 3,Natural Gas,64.92,X98820/0028 /U0008,WORKSHOP,UNIT 828 QUEEN ELIZABETH AVENUEHILLINGTONGLASGOWG52 4NQ,BOSTON NETWORKS LTD,,"£16,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=28+QUEEN+ELIZABETH+AVENUE&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X98820%2F0028+%2FU0008&PPRN=67164919&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=28+QUEEN+ELIZABETH+AVENUE&searchtype=listing#results
28 QUEEN ELIZABETH AVENUE,UNIT 9,Natural Gas,47.64,X98820/0001 /U0028,WHOLESALE WAREHOUSE,UNIT 28WILSON BUSINESS PARK1 QUEEN ELIZABETH AVENUEHILLINGTONGLASGOWG52 4NQ,IAIN WILSON PROPERTIES LTD,MER MARINE TECHNOLOGIES,"£2,800",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=28+QUEEN+ELIZABETH+AVENUE&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=C&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL&type_flag=C&UARN=X98820%2F0001+%2FU0028&PPRN=67157629&ASSESSOR_IDX=12&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=28+QUEEN+ELIZABETH+AVENUE&searchtype=listing#results
